channel_0,channel_1,channel_2,channel_3,channel_4,channel_5,channel_6,channel_7,time,tag
8374769,8388607,-3586684,-98644,8388607,-7429055,-3448444,2690363,1405125868.763536,7
8375036,8388607,-3587379,-99734,8388607,-7429236,-3449536,2689949,1405125868.77185,7
8374709,8388607,-3586672,-98666,8388607,-7428773,-3448470,2691069,1405125868.77677,7
8374714,8388607,-3586862,-98804,8388607,-7428737,-3448719,2691004,1405125868.786716,7
8375082,8388607,-3587234,-99287,8388607,-7429023,-3449632,2690684,1405125868.792289,7
8374847,8388607,-3586128,-97739,8388607,-7428636,-3448452,2691888,1405125868.797637,7
8374996,8388607,-3586558,-98527,8388607,-7428703,-3449511,2691467,1405125868.80794,7
8374644,8388607,-3586006,-97778,8388607,-7428272,-3448632,2692298,1405125868.81228,7
8375059,8388607,-3586404,-98282,8388607,-7428589,-3449027,2692291,1405125868.819685,7
8374736,8388607,-3585922,-97614,8388607,-7428143,-3448599,2692958,1405125868.825837,7
8375088,8388607,-3585741,-97334,8388607,-7428378,-3448579,2693331,1405125868.836752,7
8375409,8388607,-3585959,-97645,8388607,-7428659,-3449182,2693075,1405125868.841578,7
8375057,8388607,-3585456,-96876,8388607,-7428176,-3447994,2694216,1405125868.845893,7
8375360,8388607,-3585887,-97522,8388607,-7428401,-3449199,2693673,1405125868.855503,7
8375431,8388607,-3585436,-96834,8388607,-7428402,-3448711,2694203,1405125868.861069,7
8375234,8388607,-3585140,-96479,8388607,-7428068,-3448016,2695127,1405125868.871014,7
8375284,8388607,-3585359,-96933,8388607,-7428020,-3448669,2695016,1405125868.878001,7
8375129,8388607,-3584765,-95901,8388607,-7427745,-3447987,2695835,1405125868.887227,7
8375423,8388607,-3585136,-96429,8388607,-7428005,-3448861,2695353,1405125868.892515,7
8375139,8388607,-3584572,-95816,8388607,-7427586,-3447810,2696493,1405125868.895765,7
8375231,8388607,-3584832,-96197,8388607,-7427584,-3448484,2696324,1405125868.902687,7
8375291,8388607,-3584866,-96257,8388607,-7427592,-3448674,2696359,1405125868.907018,7
8375074,8388607,-3583966,-94744,8388607,-7427242,-3447604,2697461,1405125868.918704,7
8375661,8388607,-3584651,-95957,8388607,-7427755,-3448735,2696985,1405125868.92521,7
8375150,8388607,-3583635,-94524,8388607,-7427091,-3447234,2698456,1405125868.928893,7
8375308,8388607,-3583937,-94939,8388607,-7427210,-3447847,2698161,1405125868.938812,7
8375359,8388607,-3583716,-94584,8388607,-7427152,-3447979,2698406,1405125868.94347,7
8375363,8388607,-3583510,-94344,8388607,-7427046,-3447726,2698956,1405125868.94848,7
8375286,8388607,-3583268,-94082,8388607,-7426847,-3447945,2699196,1405125868.957051,7
8375041,8388607,-3582691,-93245,8388607,-7426532,-3447049,2700021,1405125868.965172,7
8375590,8388607,-3583394,-94240,8388607,-7427014,-3448299,2699453,1405125868.980775,7
8375333,8388607,-3582957,-93592,8388607,-7426631,-3447295,2700544,1405125868.994825,7
8375228,8388607,-3582925,-93512,8388607,-7426476,-3447361,2700666,1405125869.010511,7
8375603,8388607,-3582971,-93595,8388607,-7426761,-3448206,2700381,1405125869.031729,7
8375208,8388607,-3582300,-92661,8388607,-7426226,-3447097,2701579,1405125869.04084,7
8375536,8388607,-3583044,-93886,8388607,-7426486,-3448315,2701014,1405125869.043976,7
8375340,8388607,-3582433,-92998,8388607,-7426211,-3447432,2701861,1405125869.047095,7
8375121,8388607,-3582311,-92783,8388607,-7425890,-3447744,2701979,1405125869.054291,7
8374842,8388607,-3582082,-92646,8388607,-7425484,-3447388,2702675,1405125869.05763,7
8374754,8388607,-3581676,-81920,32714,-5668865,-13993,-3146090,1405125869.060675,7
8375226,8388607,-3582357,-92923,8388607,-7425732,-3448194,2702561,1405125869.064059,7
8374956,8388607,-3581371,-91442,8388607,-7425326,-3446962,2703776,1405125869.0717,7
8375216,8388607,-3581854,-92209,8388607,-7425501,-3448018,2703293,1405125869.074899,7
8375136,8388607,-3581466,-91634,8388607,-7425356,-3447602,2703776,1405125869.07793,7
8374981,8388607,-3581170,-91261,8388607,-7425076,-3447038,2704564,1405125869.081223,7
8375091,8388607,-3581336,-91353,8388607,-7425102,-3447769,2704323,1405125869.088287,7
8374977,8388607,-3580722,-90432,127,-3475841,-55,6060286,1405125869.091499,7
8375302,8388607,-3581202,-91271,8388607,-7425144,-3447586,2704987,1405125869.094938,7
8375235,8388607,-3580461,-90170,8388607,-7424948,-3446719,2705983,1405125869.098131,7
8375312,8388607,-3580424,-90150,8388607,-7424967,-3446506,2706300,1405125869.10485,7
8375505,8388607,-3581008,-90994,8388607,-7425094,-3447761,2705653,1405125869.107932,7
8375178,8388607,-3579992,-89469,8388607,-7424626,-3446451,2706921,1405125869.115108,7
8375437,8388607,-3580646,-90583,8388607,-7424799,-3447539,2706506,1405125869.123088,7
8375191,8388607,-3580142,-89830,8388607,-7424489,-3446816,2707213,1405125869.128736,7
8375397,8388607,-3580025,-89447,8388607,-7424593,-3446952,2707397,1405125869.139214,7
8375401,8388607,-3580188,-89785,8388607,-7424495,-3447127,2707646,1405125869.142422,7
8375291,8388607,-3579586,-88806,8388607,-7424255,-3446682,2708353,1405125869.14981,7
8375327,8388607,-3579881,-89282,8388607,-7424259,-3447475,2707990,1405125869.157686,7
8375019,8388607,-3579205,-88302,8388607,-7423815,-3446209,2709234,1405125869.162137,7
8375291,8388607,-3579661,-88845,8388607,-7424019,-3447349,2708651,1405125869.173012,7
8375373,8388607,-3579511,-88635,8388607,-7424042,-3447171,2708964,1405125869.178128,7
8375213,8388607,-3578983,-87939,8388607,-7423742,-3446171,2710072,1405125869.187671,7
8375670,8388607,-3579259,-88247,8388607,-7424131,-3447181,2709642,1405125869.192648,7
8375460,8388607,-3578617,-87199,8388607,-7423794,-3446151,2710708,1405125869.197228,7
8375666,8388607,-3579066,-87816,8388607,-7423966,-3446990,2710263,1405125869.204842,7
8375408,8388607,-3578680,-87284,8388607,-7423582,-3446440,2711017,1405125869.210646,7
8375580,8388607,-3578823,-87566,8388607,-7423654,-3446585,2711297,1405125869.220538,7
8375483,8388607,-3579060,-87927,8388544,127,-3434113,-55,1405125869.224579,7
8374883,8388607,-3578321,-86729,8388607,-7422794,-3445850,2712257,1405125869.230516,7
8375347,8388607,-3578889,-87641,8388607,-7423187,-3447092,2711693,1405125869.237932,7
8375233,8388607,-3578483,-87084,8388607,-7423005,-3446514,2712259,1405125869.24721,7
8375225,8388607,-3578007,-86431,8388607,-7422869,-3446016,2712966,1405125869.256977,7
8375208,8388607,-3578151,-86562,8388607,-7422769,-3446552,2712956,1405125869.261645,7
8375141,8388607,-3577564,-85553,8388607,-7422582,-3445957,2713696,1405125869.271963,7
8375405,8388607,-3577973,-86209,8388607,-7422822,-3446807,2713224,1405125869.276899,7
8375075,8388607,-3577120,-85023,8388607,-7422341,-3445640,2714427,1405125869.280141,7
8375249,8388607,-3577646,-85854,8388607,-7422438,-3446519,2714093,1405125869.287876,7
8375153,8388607,-3577358,-85451,8388607,-7422229,-3445861,2714871,1405125869.291625,7
8375117,8388607,-3577168,-85123,8388607,-7422139,-3445619,2715236,1405125869.301692,7
8375415,8388607,-3577617,-85816,8388607,-7422367,-3446796,2714689,1405125869.308621,7
8375200,8388607,-3576579,-84292,8388607,-7421996,-3445291,2716116,1405125869.312685,7
8375561,8388607,-3577014,-85001,8388607,-7422325,-3445977,2715773,1405125869.32093,7
8375661,8388607,-3576744,-84451,8388607,-7422323,-3445873,2716112,1405125869.327876,7
8375573,8388607,-3576684,-84413,8388607,-7422127,-3445724,2716515,1405125869.338208,7
8375623,8388607,-3576507,-84271,8388607,-7422069,-3445774,2716889,1405125869.342832,7
8375459,8388607,-3576061,-83679,8388607,-7421831,-3444944,2717689,1405125869.352442,7
8375715,8388607,-3576726,-84593,8388607,-7422020,-3446208,2717073,1405125869.356892,7
8375401,8388607,-3576025,-83483,8388607,-7421587,-3445070,2718232,1405125869.361451,7
8375394,8388607,-3576032,-83476,8388607,-7421952,32718,32767,1405125869.371137,7
8375844,8388607,-3576010,-83457,8388607,-7421885,-3445871,2718154,1405125869.379066,7
8375630,8388607,-3575383,-82568,8388607,-7421535,-3444825,2719241,1405125869.387493,7
8375898,8388607,-3575931,-83385,8388607,-7421731,-3445977,2718718,1405125869.390913,7
8375801,8388607,-3575447,-82680,8388607,-7421562,-3445110,2719568,1405125869.394859,7
8375718,8388607,-3575332,-82476,8388607,-7421383,-3445531,2719568,1405125869.404659,7
8375568,8388607,-3574768,-81762,8388607,-7421100,-3444910,2720446,1405125869.409858,7
8375473,8388607,-3574427,-81226,8388607,-7420941,-3444387,2721014,1405125869.418007,7
8375619,8388607,-3575108,-82271,8388607,-7421024,-3445719,2720331,1405125869.423395,7
8375341,8388607,-3574318,-81160,8388607,-7420605,-3444290,2721686,1405125869.43102,7
8375628,8388607,-3574800,-82004,8388607,-7420818,-3445432,2721194,1405125869.439462,7
8375453,8388607,-3574324,-81291,8388607,-7420578,-3444936,2721703,1405125869.443609,7
8375399,8388607,-3574057,-80857,8388607,-7420406,-3444396,2722416,1405125869.452978,7
8375638,8388607,-3574453,-81462,8388607,-7420560,-3445057,2722246,1405125869.460906,7
32716,-688129,-13960,5177030,6455295,-28986,4770673,-382579,1405125869.464045,7
8375830,8388607,-3574063,-80907,8388607,-7420595,-3444965,2722850,1405125869.473224,7
8375742,8388607,-3573474,-80067,8388607,-7420381,-3443904,2723933,1405125869.477002,7
8375999,8388607,-3573980,-80732,8388607,-7420568,-3444746,2723517,1405125869.485301,7
8376083,8388607,-3574137,-81036,8388607,-7420601,-3444918,2723542,1405125869.491926,7
8375971,8388607,-3573220,-79663,8388607,-7420361,-3443632,2724801,1405125869.497458,7
8376166,8388607,-3573655,-80389,8388607,-7420478,-3444749,2724305,1405125869.507099,7
8375996,8388607,-3573283,-79876,8388607,-7420238,-3443968,2725062,1405125869.513397,7
8375983,8388607,-3573373,-79882,8388607,-7420141,-3444267,2725121,1405125869.525027,7
8376254,8388607,-3573158,-79530,8388607,-7420307,-3444258,2725473,1405125869.530184,7
8375996,8388607,-3573022,-79432,8388607,-7419943,-3443964,2725996,1405125869.540465,7
8376059,8388607,-3573331,-79903,8388607,-7419978,-3444676,2725627,1405125869.543506,7
8375881,8388607,-3572272,-78330,8388607,-7419661,-3443369,2726930,1405125869.546601,7
8376283,8388607,-3573097,-79484,8388607,-7420002,-3444587,2726305,1405125869.554121,7
-4194304,8375883,8388607,-3572401,-78437,8388607,-7419479,-3443410,1405125869.559615,7
